1,3.30320,0,0,0,1.90309,2.36173,0,1.60206,1.47712,1,0,1,1,0,1,1,0,0
1,4.70663,2.48714,1,1.60206,3.45025,3.43775,1.60206,3.12385,2.77815,2.99123,1.30103,3.03342,2.07918,1.30103,2.27875,1.69897,1.77815,0
1,3.50515,0,0,0,1.77815,0,0,1.47712,0,3.13988,0,0,0,1,1,0,2.00000,0
1,2.74036,1.69897,1,0,2.43136,1.30103,0,1.95424,1.30103,2.41497,0,1.77815,0,0,1.47712,0,1.90309,0
1,3.79099,3.14860,1.30103,0,2.11394,2.41497,0,1,1.69897,1,0,0,0,0,0,0,0,0
1,4.76930,0,0,1.47712,3.64640,3.91698,1.47712,2.69897,2.71600,2.39794,1.77815,2.76343,2.27875,1.47712,1.95424,1.69897,1.90309,0
1,2.72428,0,0,1.60206,1.69897,1.60206,1,1.47712,1,2.14613,0,1.84510,0,1,1.47712,1,1.30103,0
1,3.29226,2.92012,1.77815,2.74819,4.21932,1.77815,2.39794,3.19033,1.69897,2.83885,2.85126,3.70672,2.59106,1.90309,2.78533,2.07918,2.91908,0
1,2.44716,0,0,0,1.95424,1.60206,0,1.77815,1.30103,2.81954,0,2.68124,1.47712,0,1.84510,1.30103,2.11394,0
1,3.97681,3.03503,1.60206,1.69897,3.18752,2.64345,1.60206,2.66276,2.34242,3.15229,1,2.44716,2.20412,1,1.77815,1.47712,1.47712,0
1,3.28556,0,0,0,0,0,0,0,0,2.23045,0,0,0,0,0,0,0,0
1,3.10037,3.05154,1.90309,1.47712,3.12057,1.30103,1.47712,2.47712,1,2.99123,0,2.14613,1.69897,1,1.77815,1.30103,1.77815,0
1,2.44716,0,0,0,0,1.30103,0,0,1.30103,1.47712,0,0,0,0,0,0,0,0
1,3.34242,0,0,0,0,1.84510,0,0,1.30103,2.36173,0,0,0,0,0,0,0,0
1,2.36173,0,0,0,1.95424,0,0,1.60206,0,2.73239,2.14613,2.38021,1,1.47712,1.77815,1,1.90309,0
1,3.50515,2.04139,1,0,1.77815,0,0,1.47712,0,3.13988,0,0,0,0,1,0,1.77815,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.60206,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1.84510,3.00000,1,0,0,0,0,0,0,1.30103,0,0,0,0,0,0,0,0
1,3.10380,2.01703,1,1,1,0,1,1,0,1.30103,0,0,0,0,0,0,0,0
1,2.76343,0,0,0,1.69897,0,0,1.30103,0,0,0,0,0,0,0,0,0,0
1,3.12710,0,0,0,1.77815,0,0,1.47712,0,2.04139,0,0,0,1,0,0,0,0
1,3.77815,2.02938,1,0,2.23045,3.04139,0,1.69897,1.84510,2.39794,0,0,0,0,1,0,1,0
1,3.50515,2.04139,1,0,1.77815,0,0,1.47712,0,3.13988,0,1,0,0,1,0,2.04139,0
1,2.17609,0,0,0,0,0,0,0,0,1.77815,0,0,0,0,0,0,0,0
1,3.34242,2.69897,1,0,0,1.84510,0,0,1.30103,2.36173,0,0,0,0,0,0,0,0
1,3.16732,0,0,0,2.59106,0,0,1.95424,0,2.74036,0,1.30103,0,1,1,1,1.60206,0
1,3.34242,0,0,0,0,1.84510,0,0,1.30103,2.36173,0,0,0,0,0,0,0,0
1,3.12710,0,0,0,1.77815,0,0,1.47712,0,2.04139,0,0,0,0,0,0,0,0
1,2.59106,2.94052,1.60206,0,0,0,0,0,0,2.34242,0,0,0,0,0,0,0,0
1,2.70757,2.64836,1,0,1.69897,1.60206,0,1.30103,1,2.27875,0,0,0,0,0,0,0,0
1,2.69020,0,0,0,0,1.77815,0,0,1.47712,1.90309,0,0,0,0,0,0,0,0
1,1,2.71600,1.47712,0,0,0,0,0,0,2.30103,0,0,0,0,0,0,0,0
1,2.59106,0,0,0,0,0,0,0,0,2.50515,0,0,0,0,0,0,0,0
1,1.30103,0,0,0,0,0,0,0,0,2.32222,0,0,0,0,0,0,0,1
1,3.78746,0,0,1.30103,2.77815,3.06819,1.30103,2.34242,2.00000,3.07188,0,0,0,0,1,0,1,0
1,3.25768,2.92531,1.60206,1,2.04139,0,1,1.47712,0,2.25527,0,0,0,0,0,0,1,0
1,2.63347,0,0,0,1,0,0,1,0,3.10380,0,0,0,0,0,0,1,0
1,3.06070,0,0,1,2.07918,1.90309,1,1.60206,1,2.43136,0,0,0,0,0,0,1,0
1,2.93952,0,0,1.30103,2.44716,1.60206,1.30103,1.90309,1.60206,2.69897,0,0,0,0,0,0,1.77815,0
